nome	data	materiale	locus	description	url	gulpease	flesch_reading_ease	description_lemmatized	count_FO_description
dipinto (elemento d'insieme)	1600-1624	tela/ pittura a olio	Villafalletto (CN)	Nello stesso ambiente della scena precedente, Cristo è incoronato di spine da due soldati	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100002084-9	56.1	65.96	in il stesso ambiente di il scena precedente , cristo essere incoronare di spina da due soldato	12
dipinto (elemento d'insieme)	1737-1737	tela/ pittura a olio	Villafalletto (CN)	Il Battista è incatenato in carcere, vigilato da tre armigeri. A sinistra, sullo sfondo, un ampio paesaggio, chiaramente ispirato a quello locale, Cristo appare a due discepoli. In primo piano è un grosso cane	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100002090A-3	63.7	73.49	il battista essere incatenare in carcere , vigilare da tre armigere . a sinistra , su il sfondo , uno ampio paesaggio , chiaramente ispirare a quello locale , cristo apparire a due discepolo . in primo piano essere uno grosso cane	25
dipinto (elemento d'insieme)	ca 1735-ca 1750	tela/ pittura a olio	Villafalletto (CN)	Il Battista, con l'agnello ai piedi, è inginocchiato in preghiera in un paesaggio boschereccio e montagnoso. In alto a sinistra si scorgono due teste d'angioletto	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100002090A-6	57.8	73.55	il battista , con il agnello a il piede , essere inginocchiare in preghiera in uno paesaggio boschereccio e montagnoso . in alto a sinistra si scorgere due testa di angioletto	15
sportello di tabernacolo (opera isolata)	post 1700-ante 1799	legno/ intaglio/ doratura/ argentatura	San Sebastiano da Po (TO)	sportello di tabernacolo centinato con raffigurazione dell'ostensorio raggiato con monogramma cristologico, sorretto da nuvole	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100002177-1	29.7	5.96	sportello di tabernacolo centinato con raffigurazione di il ostensorio raggiare con monogramma cristologico , sorretto da nuvola	4
rilievo	1550-1599	legno/ scultura/ intaglio/ pittura	Quargnento (AL)	Tavoletta in legno scolpita a rilievo rappresentante l'Annuciazione. L'arcangelo Gabriele, in piedi, avanza da sinistra portando un ramo di gigli alla Vergine inginocchiata che si volge di scatto, mentre era intenta a leggere. In alto, al centro, appare la colomba dello spirito santo immersa in una raggiera. La scena si svolge in un sobrio interno arredato solamente con il leggio e il baldacchino del letto riccamente tendato	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100002250A-1	52.9	65.32	tavoletta in legno scolpire a rilievo rappresentante il annuciazione . il arcangelo gabriele , in piede , avanzare da sinistra portare uno ramo di giglio a il vergine inginocchiato che si volgere di scatto , mentre essere intento a leggere . in alto , a il centro , apparire il colomba di il spirito santo immersare in uno raggiera . il scena si svolgere in uno sobrio interno arredare solamente con il leggio e il baldacchino di il letto riccamente tendare	29
rilievo	1550-1599	legno/ scultura/ intaglio/ pittura	Quargnento (AL)	Tavoletta in legno scolpita a rilievo rappresentante la crocifissione. Al centro della scena è raffigurato Cristo crocifisso con ai lati le figure stanti della Madonna, sulla sinistra con le mani giunte, e di San Giovanni Evangelista con le braccia aperte. Entrambi rivolgono il volto verso l'alto. In cielo si avvicinano le nubi minacciose e sullo sfondo si vede Gerusalemme	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100002250A-10	55.6	66.6	tavoletta in legno scolpire a rilievo rappresentante il crocifissione . a il centro di il scena essere raffigurare cristo crocifisso con a il lato il figura stante di il Madonna , su il sinistra con il mano giunto , e di San giovanni evangelista con il braccio aperto . entrambi rivolere il volto verso il alto . in cielo si avvicinare il nube minaccioso e su il sfondo si vedere gerusalemme	27
rilievo	1550-1599	legno/ scultura/ intaglio/ pittura	Quargnento (AL)	Tavoletta in legno scolpita a rilievo rappresentante la resurrezione di Cristo. La scena pone al centro la figura di Cristo appena risorto dal sepolcro si eleva verso il cielo ricoperto di nubi. Attorno al sarcofago marmoreo stanno i soldati romani, alcuni ancora addormentati, altri che indietreggiano spaventati dell'accaduto	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100002250A-11	49.4	51.18	tavoletta in legno scolpire a rilievo rappresentante il resurrezione di cristo . il scena porre a il centro il figura di cristo appena risorto da il sepolcro si elevare verso il cielo ricoprire di nubi . attorno a il sarcofago marmoreo stare il soldato romano , alcuno ancora addormentare , altro che indietreggiare spaventato di il accadere	24
rilievo	1550-1599	legno/ scultura/ intaglio/ pittura	Quargnento (AL)	Tavoletta in legno scolpita a rilievo rappresentante la Pentecoste. Al centro della scena è raffigurata la Madonna seduta con un libro aperto in mano attorniata dagli apostoli che con le mani giunte rivolgono lo sguardo verso l'alto, ove appare in una nube la colomba dello spirito santo	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100002250A-13	50.5	60.09	tavoletta in legno scolpire a rilievo rappresentante il pentecosta . a il centro di il scena essere raffigurare il Madonna sedere con uno libro aperto in mano attorniare da il apostolo che con il mano giungere rivolere il sguardo verso il alto , ove apparire in uno nube il colomba di il spirito santo	25
rilievo	1550-1599	legno/ scultura/ intaglio/ pittura	Quargnento (AL)	Tavoletta in legno scolpita a rilievo rappresentante l'incoronazione di Maria Vergine. In una composizione in cui dominano le fitte nubi che ricoprono tutto lo sfondo, al centro è raffigurata la Vergine con Cristo sulla sinistra e Dio Padre sulla destra che si accingono ad incoronarla. In alto la colomba dello spirito santo	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100002250A-15	53.6	62.99	tavoletta in legno scolpire a rilievo rappresentante il incoronazione di Maria Vergine . in uno composizione in cui dominare il fitto nubi che ricoprono tutto il sfondo , a il centro essere raffigurare il vergine con cristo su il sinistra e Dio padre su il destra che si accingere a incoronare lo . in alto il colomba di il spirito santo	23
rilievo	1550-1599	legno/ scultura/ intaglio/ pittura	Quargnento (AL)	Tavoletta in legno scolpita a rilievo rappresentante l'adorazione dei pastori. Entro una mangiatoia posta sotto una costruzione in mattoni con un'incongruente ingresso ad arcata su colonne doriche, è raffigurata la Madonna sulla sinistra, il Bambino nella culla al centro con alle spalle il bue e l'asino, e i tre pastori sulla destra, con morbide vesti corte e calzari	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100002250A-3	45.6	48.98	tavoletta in legno scolpire a rilievo rappresentante il adorazione di il pastore . entro uno mangiatoia porre sotto uno costruzione in mattone con uno incongruente ingresso a arcata su colonna dorico , essere raffigurare il madonna su il sinistra , il bambino in il culla a il centro con a il spalla il bue e il asino , e il tre pastore su il destra , con morbido veste corto e calzaro	24
rilievo	1550-1599	legno/ scultura/ intaglio/ pittura	Quargnento (AL)	Tavoletta in legno scolpita a rilievo rappresentante la presentazione di Gesù al tempio. All'interno di una chiesa dalle alte vetrate centinate, sull'altare la Madonna porge il bambino al sacerdote accompagnato da altri due funzionari religiosi. Alla destra della Madonna c'è Sant'Anna	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100002250A-4	51.2	54.29	tavoletta in legno scolpire a rilievo rappresentante il presentazione di Gesù a il tempio . a il interno di uno chiesa da il alto vetrata centinato , su il altare il Madonna porgere il bambino a il sacerdote accompagnare da altro due funzionario religioso . a il destra di il Madonna ci essere Sant' Anna	20
rilievo	1550-1599	legno/ scultura/ intaglio/ pittura	Quargnento (AL)	Tavoletta in legno scolpita a rilievo rappresentante la flagellazione di Cristo. Al centro della scena è raffigurato Cristo legato ad una colonna, rivestito del solo perizoma annodato. Di fianco vi sono i due soldati romani che lo colpiscono con flagelli. Sulla destra si affacciano ad assistere alla scena due sacerdoti	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100002250A-6	58.8	65.15	tavoletta in legno scolpire a rilievo rappresentante il flagellazione di cristo . a il centro di il scena essere raffigurare cristo legare a uno colonna , rivestire di il solo perizoma annodato . di fianco vi essere il due soldato romano che lo colpiscere con flagello . su il destra si affacciare a assistere a il scena due sacerdoto	25
rilievo	1550-1599	legno/ scultura/ intaglio/ pittura	Quargnento (AL)	Tavoletta in legno scolpita a rilievo rappresentante l'orazione di Cristo nell'orto di Getsemani. Sulla destra in alto è raffigurato Cristo inginocchiato in preghiera con il volto rivolto verso l'alto ove c'è una nube purtroppo abrasa. In primo piano, riversi sul prato, dormono gli apostoli	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100002250A-7	53.1	65.59	tavoletta in legno scolpire a rilievo rappresentante il orazione di cristo in il orto di getsemano . su il destra in alto essere raffigurare cristo inginocchiare in preghiera con il volto rivolgere verso il alto ove ci essere uno nube purtroppo abrasa . in primo piano , rivere si su il prato , dormire il apostolo	24
rilievo	1550-1599	legno/ scultura/ intaglio/ pittura	Quargnento (AL)	Tavoletta in legno scolpita a rilievo rappresentante l'incoronazione di spine. Al centro della sena è raffigurato Cristo seduto con le braccia legate, ricoperto da un mantello, mentre tre soldati in piedi dietro di lui sono intenti a porgergli sulla testa la corona di spine. A destra due sacerdoti assistono alla scena	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100002250A-8	53.9	64.34	tavoletta in legno scolpire a rilievo rappresentante il incoronazione di spina . a il centro di il sena essere raffigurare cristo sedere con il braccio legato , ricoprire da uno mantello , mentre tre soldato in piede dietro di lui essere intento a porgerge li su il testa il corona di spina . a destra due sacerdoto assistere a il scena	27
pianeta (elemento d'insieme)	1540-1560	seta/ ricamo in seta seta/ velluto	Quargnento (AL)	Pianeta di velluto rosso con ricami policromi. Sulla parte posteriore il fregio verticale contiene le immagini dei Santi Dalmazzo, Primo e Feliciano; sulla parte anteriore i Santi Rocco e Sebastiano	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100002268A-2	52.7	55.48	pianeta di velluto rosso con ricamo policromio . su il parte posteriore il fregio verticale contenere il immagine di il santo dalmazzo , primo e feliciano ; su il parte anteriore il santo rocco e sebastiano	12
dipinto	1500-1599	intonaco/ pittura a fresco	Bosco Marengo (AL)	La scena rappresenta Gesù seduto su di un alto trono all'interno di un tempio attorniato dai Dottori	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100002284-2	57.2	71.36	il scena rappresentare Gesù sedere su di uno alto trono a il interno di uno tempio attorniare da il dottore	12
dipinto	1500-1599	intonaco/ pittura a fresco	Bosco Marengo (AL)	La scena rappresenta Cristo legato alla colonna che subisce la flagellazione da parte di tre soldati	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100002284-3	54.6	64.92	il scena rappresentare cristo legare a il colonna che subire il flagellazione da parte di tre soldato	13
tabernacolo (elemento d'insieme)	1700-1799	legno/ doratura/ intaglio/ pittura	Alice Castello (VC)	Il tabernacolo, ornato da sei colonnine tortili, ha uno sportello con due csene intagliate: quella inferiore raffigura l'Annunciazione, quella superiore non è leggibile dalla fotografia	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100003239-1	36.6	30.9	il tabernacolo , ornare da sei colonnina tortile , avere uno sportello con due csena intagliato : quello inferiore raffigurare il annunciazione , quello superiore non essere leggibile da il fotografia	14
tronetto per esposizione eucaristica (elemento d'insieme)	1700-1799	legno/ doratura/ intaglio/ scultura/ pittura	Alice Castello (VC)	Al di sopra del tabernacolo è posto il tronetto per l'esposizione eucaristica, il cui dossale, delimitato da volute e teste cherubiche, ha un intaglio raffigurante il Crocifisso. L'oggetto è fiancheggiato da due statue di angeli e sormontato da una corona	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100003239-2	50.0	56.0	a il di sopra di il tabernacolo essere porre il tronetto per il esposizione eucaristico , il cui dossale , delimitare da voluta e testa cherubico , avere uno intaglio raffigurare il crocifisso . il oggetto essere fiancheggiare da due statua di angelo e sormontare da uno corona	17
dipinto (elemento d'insieme)	1701-1701	intonaco/ pittura a fresco	Callabiana (BI)	L'episodio, dipinto a sinistra della lunetta, raffigura il santo, che camminando in un paesaggio roccioso, accompagnato da un altro monaco, benedice un gruppo di mendicanti	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100003264-1	41.8	40.5	il episodio , dipingere a sinistra di il lunetta , raffigurare il santo , che camminare in uno paesaggio roccioso , accompagnare da uno altro monaco , beneode uno gruppo di mendicante	14
dipinto (elemento d'insieme)	1701-1701	intonaco/ pittura a fresco	Callabiana (BI)	Al centro della lunetta, entro una cornice giallina con conchiglia centrale, volute e cornucopie laterali, la Madonna col Bambino che porge il ramo di giglio, appare a Sant'Antonio da Padova inginocchiato davanti all'altare, mentre sullo sfondo un gruppo di monaci s'intravedono da un tendaggio scostato	https://w3id.org/arco/resource/HistoricOrArtisticProperty/0100003264-2	38.1	21.16	a il centro di il lunetta , entro uno cornice giallino con conchiglia centrale , voluta e cornucopia laterale , il madonna con il bambino che porgere il ramo di giglio , apparire a Sant' Antonio da padova inginocchiare davanti a il altare , mentre su il sfondo uno gruppo di monace si intravedere da uno tendaggio scostare	18
